Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Segment
12576,36,8,2075.62,4,4,4,3.9999999999999996,444,Champions
12577,35,8,1622.6,4,4,4,3.9999999999999996,444,Champions
12578,21,4,4243.03,4,3,5,4.0,435,Loyal Customers
12579,78,1,431.27,3,1,2,1.95,312,Hibernating
12580,247,2,1040.05,2,2,3,2.3499999999999996,223,Need Attention
12581,40,1,194.66,4,1,1,1.9,411,Recent Customers
12582,239,4,1880.2,2,3,4,3.05,234,At Risk
12583,3,27,13445.77,5,5,5,5.0,555,Champions
12584,4,9,2273.0,5,5,4,4.65,554,Champions
12585,234,2,1966.94,2,2,4,2.6999999999999997,224,Need Attention
12586,17,4,2059.75,5,3,4,3.9499999999999997,534,Loyal Customers
12587,8,1,118.95,5,1,1,2.2,511,Recent Customers
12588,39,4,808.48,4,3,3,3.3,433,Loyal Customers
12589,29,8,3594.91,4,4,5,4.35,445,Champions
12590,211,2,9059.81,2,2,5,3.05,225,Need Attention
12591,317,3,1232.55,2,3,4,3.05,234,At Risk
12592,92,5,1858.19,3,4,4,3.6999999999999997,344,Loyal Customers
12593,109,3,412.0,3,3,2,2.6499999999999995,332,Potential Loyalists
12594,38,15,4994.76,4,5,5,4.7,455,Champions
12595,505,1,295.97,1,1,2,1.3499999999999999,112,Lost
12596,51,2,543.5699999999999,4,2,2,2.5999999999999996,422,Recent Customers
12597,19,4,3529.38,5,3,5,4.3,535,Loyal Customers
12598,10,11,4494.14,5,5,5,5.0,555,Champions
12599,29,13,2254.81,4,5,4,4.35,454,Champions
12600,29,21,4873.42,4,5,5,4.7,455,Champions
12601,190,6,636.96,2,4,3,3.05,243,At Risk
12602,59,1,153.12,4,1,1,1.9,411,Recent Customers
12603,22,1,717.8499999999999,4,1,3,2.5999999999999996,413,Recent Customers
12604,79,2,251.13,3,2,1,1.9499999999999997,321,Hibernating
12605,376,4,1216.65,2,3,4,3.05,234,At Risk
12606,682,1,14.95,1,1,1,0.9999999999999999,111,Lost
12607,60,1,1577.51,3,1,4,2.65,314,Hibernating
12608,405,1,415.79,2,1,2,1.65,212,Hibernating
12609,78,9,3368.11,3,5,5,4.4,355,Loyal Customers
12610,23,5,1889.04,4,4,4,3.9999999999999996,444,Champions
12611,52,1,1153.0,4,1,3,2.5999999999999996,413,Recent Customers
12612,74,1,697.94,3,1,3,2.3,313,Hibernating
12613,57,10,6674.35,4,5,5,4.7,455,Champions
12614,278,1,315.6,2,1,2,1.65,212,Hibernating
12615,2,8,5662.93,5,4,5,4.65,545,Champions
12616,95,3,1112.8,3,3,3,2.9999999999999996,333,Loyal Customers
12617,29,1,352.98,4,1,2,2.25,412,Recent Customers
12618,22,1,152.26,4,1,1,1.9,411,Recent Customers
12619,16,10,3307.7599999999998,5,5,5,5.0,555,Champions
12620,15,3,1337.95,5,3,4,3.9499999999999997,534,Loyal Customers
12621,2,35,23281.93,5,5,5,5.0,555,Champions
12622,232,1,177.05,2,1,1,1.2999999999999998,211,Hibernating
12623,276,7,3674.64,2,4,5,3.75,245,At Risk
12624,106,2,628.9300000000001,3,2,3,2.6499999999999995,323,Potential Loyalists
12625,212,4,5074.53,2,3,5,3.4,235,At Risk
12626,23,9,6507.63,4,5,5,4.7,455,Champions
12627,11,7,4471.07,5,4,5,4.65,545,Champions
12628,4,3,777.3100000000001,5,3,3,3.5999999999999996,533,Loyal Customers
12629,386,2,1324.77,2,2,4,2.6999999999999997,224,Need Attention
12630,10,2,1118.58,5,2,3,3.25,523,Recent Customers
12631,57,6,3381.37,4,4,5,4.35,445,Champions
12632,521,2,812.39,1,2,3,2.05,123,Need Attention
12633,59,7,5518.2300000000005,4,4,5,4.35,445,Champions
12634,536,2,374.95,1,2,2,1.7,122,Need Attention
12635,90,4,2914.12,3,3,5,3.6999999999999997,335,Loyal Customers
12636,739,1,14.95,1,1,1,0.9999999999999999,111,Lost
12637,67,12,8178.14,3,5,5,4.4,355,Loyal Customers
12638,33,2,771.1899999999999,4,2,3,2.9499999999999997,423,Recent Customers
12639,239,3,1162.07,2,3,3,2.6999999999999997,233,At Risk
12640,24,3,1140.08,4,3,3,3.3,433,Loyal Customers
12641,115,1,160.85,3,1,1,1.6,311,Promising
12642,25,3,992.96,4,3,3,3.3,433,Loyal Customers
12643,128,12,6787.05,3,5,5,4.4,355,Loyal Customers
12644,130,4,1913.44,3,3,4,3.3499999999999996,334,Loyal Customers
12645,34,8,3484.4,4,4,5,4.35,445,Champions
12646,5,2,1346.97,5,2,4,3.6,524,Recent Customers
12647,22,36,15925.85,4,5,5,4.7,455,Champions
12648,155,4,1099.8,3,3,3,2.9999999999999996,333,Loyal Customers
12649,107,8,2316.9,3,4,4,3.6999999999999997,344,Loyal Customers
12650,3,1,308.0,5,1,2,2.55,512,Recent Customers
12651,335,4,377.75,2,3,2,2.3499999999999996,232,Need Attention
12652,331,2,997.6,2,2,3,2.3499999999999996,223,Need Attention
12653,149,3,4160.83,3,3,5,3.6999999999999997,335,Loyal Customers
12654,11,5,589.78,5,4,3,3.9499999999999997,543,Loyal Customers
12655,424,1,258.3,1,1,1,0.9999999999999999,111,Lost
12656,17,8,6281.93,5,4,5,4.65,545,Champions
12657,11,4,1517.54,5,3,4,3.9499999999999997,534,Loyal Customers
12658,19,1,676.9,5,1,3,2.9,513,Recent Customers
12659,30,1,88.63,4,1,1,1.9,411,Recent Customers
12660,11,1,242.05,5,1,1,2.2,511,Recent Customers
12661,436,1,162.0,1,1,1,0.9999999999999999,111,Lost
12662,1,20,6600.6900000000005,5,5,5,5.0,555,Champions
12663,625,2,230.25,1,2,1,1.35,121,Lost
12664,8,11,5704.09,5,5,5,5.0,555,Champions
12665,325,3,304.45,2,3,2,2.3499999999999996,232,Need Attention
12666,394,1,1244.42,2,1,4,2.3499999999999996,214,Hibernating
12667,58,1,522.33,4,1,2,2.25,412,Recent Customers
12668,12,10,11039.23,5,5,5,5.0,555,Champions
12669,151,3,1593.06,3,3,4,3.3499999999999996,334,Loyal Customers
12670,10,7,3705.39,5,4,5,4.65,545,Champions
12671,606,1,2582.45,1,1,4,2.05,114,Hibernating
12672,330,2,436.95,2,2,2,1.9999999999999998,222,Need Attention
12673,5,3,1217.17,5,3,4,3.9499999999999997,534,Loyal Customers
12674,39,4,1955.25,4,3,4,3.65,434,Loyal Customers
12675,554,2,916.1,1,2,3,2.05,123,Need Attention
12676,25,11,2527.44,4,5,4,4.35,454,Champions
12677,555,2,389.0,1,2,2,1.7,122,Need Attention
12678,42,21,29954.18,4,5,5,4.7,455,Champions
12679,59,4,1085.57,4,3,3,3.3,433,Loyal Customers
12680,1,4,865.56,5,3,3,3.5999999999999996,533,Loyal Customers
12681,15,45,29393.47,5,5,5,5.0,555,Champions
12682,4,52,22447.15,5,5,5,5.0,555,Champions
12683,4,21,11437.4,5,5,5,5.0,555,Champions
12684,8,7,2255.43,5,4,4,4.3,544,Champions
12685,28,6,2821.48,4,4,5,4.35,445,Champions
12686,372,1,86.09,2,1,1,1.2999999999999998,211,Hibernating
12687,481,2,1873.8600000000001,1,2,4,2.4,124,Need Attention
12688,114,1,4679.18,3,1,5,3.0,315,Hibernating
12689,26,2,1229.31,4,2,4,3.3,424,Recent Customers
12690,206,1,379.86,2,1,2,1.65,212,Hibernating
12691,28,7,1149.05,4,4,3,3.6499999999999995,443,Loyal Customers
12692,637,1,110.95,1,1,1,0.9999999999999999,111,Lost
12693,127,7,1654.22,3,4,4,3.6999999999999997,344,Loyal Customers
12694,70,3,1815.25,3,3,4,3.3499999999999996,334,Loyal Customers
12695,7,7,1372.42,5,4,4,4.3,544,Champions
12696,435,2,776.76,1,2,3,2.05,123,Need Attention
12697,29,3,832.34,4,3,3,3.3,433,Loyal Customers
12698,590,1,330.6,1,1,2,1.3499999999999999,112,Lost
12699,418,1,621.91,1,1,3,1.6999999999999997,113,Hibernating
12700,8,4,4880.8,5,3,5,4.3,535,Loyal Customers
12701,80,6,2417.7400000000002,3,4,4,3.6999999999999997,344,Loyal Customers
12702,20,1,215.95000000000002,4,1,1,1.9,411,Recent Customers
12703,71,4,990.63,3,3,3,2.9999999999999996,333,Loyal Customers
12704,7,8,1955.09,5,4,4,4.3,544,Champions
12705,15,14,11694.72,5,5,5,5.0,555,Champions
12707,292,1,603.42,2,1,3,1.9999999999999998,213,Hibernating
12708,30,18,5011.51,4,5,5,4.7,455,Champions
12709,15,34,29421.6,5,5,5,5.0,555,Champions
12710,97,3,1127.67,3,3,3,2.9999999999999996,333,Loyal Customers
12711,612,2,1317.7,1,2,4,2.4,124,Need Attention
12712,29,21,6604.33,4,5,5,4.7,455,Champions
12713,1,1,839.4,5,1,3,2.9,513,Recent Customers
12714,9,12,13883.64,5,5,5,5.0,555,Champions
12715,106,1,293.26,3,1,2,1.95,312,Hibernating
12716,4,2,1045.44,5,2,3,3.25,523,Recent Customers
12717,151,3,1111.06,3,3,3,2.9999999999999996,333,Loyal Customers
12718,71,1,234.54999999999998,3,1,1,1.6,311,Promising
12719,5,2,632.75,5,2,3,3.25,523,Recent Customers
12720,3,30,7657.51,5,5,5,5.0,555,Champions
12721,32,8,3954.95,4,4,5,4.35,445,Champions
12722,85,4,988.98,3,3,3,2.9999999999999996,333,Loyal Customers
12723,4,5,712.02,5,4,3,3.9499999999999997,543,Loyal Customers
12724,5,7,2280.75,5,4,4,4.3,544,Champions
12725,371,4,2001.26,2,3,4,3.05,234,At Risk
12726,28,11,3976.5,4,5,5,4.7,455,Champions
12727,11,10,5569.18,5,5,5,5.0,555,Champions
12728,71,5,1045.77,3,4,3,3.3499999999999996,343,Loyal Customers
12729,114,1,446.91,3,1,2,1.95,312,Hibernating
12730,522,1,803.9,1,1,3,1.6999999999999997,113,Hibernating
12731,24,17,25560.61,4,5,5,4.7,455,Champions
12732,180,1,233.21,3,1,1,1.6,311,Promising
12733,234,4,2424.87,2,3,4,3.05,234,At Risk
12734,353,3,633.55,2,3,3,2.6999999999999997,233,At Risk
12735,315,2,763.3199999999999,2,2,3,2.3499999999999996,223,Need Attention
12736,333,1,218.75,2,1,1,1.2999999999999998,211,Hibernating
12737,499,2,29.9,1,2,1,1.35,121,Lost
12738,372,1,152.29999999999998,2,1,1,1.2999999999999998,211,Hibernating
12739,78,4,2321.08,3,3,4,3.3499999999999996,334,Loyal Customers
12740,64,1,427.6,3,1,2,1.95,312,Hibernating
12741,529,2,251.02,1,2,1,1.35,121,Lost
12742,626,1,1164.08,1,1,3,1.6999999999999997,113,Hibernating
12743,134,2,540.15,3,2,2,2.3,322,Potential Loyalists
12744,52,11,12936.14,4,5,5,4.7,455,Champions
12745,487,3,738.8,1,3,3,2.3999999999999995,133,At Risk
12746,541,1,254.55,1,1,1,0.9999999999999999,111,Lost
12747,2,26,8831.48,5,5,5,5.0,555,Champions
12748,1,336,48920.99,5,5,5,5.0,555,Champions
12749,4,9,6797.31,5,5,5,5.0,555,Champions
12750,129,1,275.88,3,1,2,1.95,312,Hibernating
12751,445,1,270.27,1,1,1,0.9999999999999999,111,Lost
12752,81,1,4366.78,3,1,5,3.0,315,Hibernating
12753,23,6,21359.79,4,4,5,4.35,445,Champions
12754,236,3,1223.7,2,3,4,3.05,234,At Risk
12755,281,11,1809.14,2,5,4,3.75,254,At Risk
12756,87,1,112.08,3,1,1,1.6,311,Promising
12757,16,13,4182.19,5,5,5,5.0,555,Champions
12758,117,7,9903.24,3,4,5,4.05,345,Loyal Customers
12759,52,8,4983.49,4,4,5,4.35,445,Champions
12760,456,1,347.7,1,1,2,1.3499999999999999,112,Lost
12761,458,2,772.75,1,2,3,2.05,123,Need Attention
12762,8,2,1807.17,5,2,4,3.6,524,Recent Customers
12763,138,2,494.08,3,2,2,2.3,322,Potential Loyalists
12764,317,1,1693.88,2,1,4,2.3499999999999996,214,Hibernating
12765,472,6,1404.23,1,4,4,3.0999999999999996,144,At Risk
12766,4,9,8558.97,5,5,5,5.0,555,Champions
12767,376,1,953.9,2,1,3,1.9999999999999998,213,Hibernating
12768,451,1,168.69,1,1,1,0.9999999999999999,111,Lost
12769,239,1,1143.6,2,1,3,1.9999999999999998,213,Hibernating
12770,211,2,3246.45,2,2,5,3.05,225,Need Attention
12771,486,1,256.2,1,1,1,0.9999999999999999,111,Lost
12772,60,1,827.22,3,1,3,2.3,313,Hibernating
12773,564,1,124.25,1,1,1,0.9999999999999999,111,Lost
12774,536,1,98.65,1,1,1,0.9999999999999999,111,Lost
12775,17,7,1686.55,5,4,4,4.3,544,Champions
12776,668,1,42.45,1,1,1,0.9999999999999999,111,Lost
12777,458,1,517.45,1,1,2,1.3499999999999999,112,Lost
12778,20,9,1783.21,4,5,4,4.35,454,Champions
12779,38,14,6478.91,4,5,5,4.7,455,Champions
12780,599,1,337.34999999999997,1,1,2,1.3499999999999999,112,Lost
12781,64,2,801.69,3,2,3,2.6499999999999995,323,Potential Loyalists
12782,5,11,4263.89,5,5,5,5.0,555,Champions
12783,2,6,1494.3,5,4,4,4.3,544,Champions
